pdbid,dna,U,protein,duplex
1YFH,"[16, 16]",[],[179],False
1YFI,[10],[],[262],True
1YFJ,[15],[],[259],False
1YFL,[16],[],[259],True
1YNW,"[18, 18]",[],"[110, 99]",False
1YO5,"[13, 13]",[],[97],True
1YQK,"[11, 9]",[],[319],False
1YQL,"[13, 12]",[],[319],False
1YQM,"[13, 12]",[],[319],False
1YQR,"[14, 14]",[],[319],True
1YRN,"[21, 21]",[],"[61, 83]",False
1YSA,"[20, 20]",[],[58],False
1YTB,[29],[],[180],False
1YTF,"[16, 16]",[],"[180, 53, 79, 121]",True
1YUI,"[11, 11]",[],[54],True
1YUJ,"[11, 11]",[],[54],True
1Z1C,"[9, 12]",[],[587],False
1Z63,"[25, 25]",[],[500],False
1Z9C,"[29, 29]",[],[147],False
1ZAA,"[11, 11]",[],[87],False
1ZAY,[17],[],[340],False
1ZBB,"[347, 347]",[],"[125, 135, 102, 129]",True
1ZET,[13],[14],[388],False
1ZG1,"[20, 20]",[],[82],True
1ZG5,[20],[],[82],True
1ZGW,"[18, 18]",[],[139],True
1ZLA,[146],[],"[135, 102, 22, 129, 125]",True
1ZLK,"[43, 43]",[],[95],False
1ZM5,[25],[],[293],False
1ZME,[17],[17],[70],False
1ZNS,[12],[],[134],True
1ZQ3,"[13, 13]",[],[68],True
1ZQA,"[8, 7]",[],[335],False
1ZQB,"[8, 7]",[],[335],False
1ZQC,"[8, 7]",[],[335],False
1ZQD,"[8, 7]",[],[335],False
1ZQE,"[8, 7]",[],[335],False
1ZQF,"[8, 7]",[],[335],False
1ZQG,"[8, 7]",[],[335],False
1ZQH,"[8, 7]",[],[335],False
1ZQI,"[8, 7]",[],[335],False
1ZQJ,"[8, 7]",[],[335],False
1ZQK,"[8, 7]",[],[335],False
1ZQL,"[8, 7]",[],[335],False
1ZQM,"[8, 7]",[],[335],False
1ZQN,"[8, 7]",[],[335],False
1ZQO,"[8, 7]",[],[335],False
1ZQP,"[8, 7]",[],[335],False
1ZQQ,"[8, 7]",[],[335],False
1ZQR,"[8, 7]",[],[335],False
1ZQS,"[8, 7]",[],[335],False
1ZQT,"[8, 7]",[],[335],False
1ZRC,"[17, 21]",[],[209],False
1ZRD,"[17, 21]",[],[209],False
1ZRE,"[17, 21]",[],[209],False
1ZRF,"[17, 21]",[],[209],False
1ZS4,"[27, 27]",[],[83],False
1ZTG,[8],[],[74],False
1ZTT,"[8, 8]",[],[255],True
1ZTW,"[8, 8]",[],[255],True
1ZVV,[16],[],"[332, 85]",False
1ZX4,"[25, 25]",[],[192],True
1ZYQ,"[22, 26]",[],"[698, 108]",False
1ZZI,[6],[],[82],False
1ZZJ,[15],[],[82],False
209D,[8],[],[11],True
2A07,"[21, 21]",[],[93],False
2A0I,[22],[],[330],False
2A3V,"[40, 43]",[],[320],False
2A66,"[12, 12]",[],[113],True
2A6O,[22],[],[155],False
2AC0,[12],[],[200],True
2ACJ,"[17, 17]",[],[66],False
2ADW,[8],[],[8],True
2ADY,[12],[],[200],True
2AGO,"[14, 17]",[],[341],False
2AGP,"[13, 17]",[],[341],False
2AGQ,"[13, 17]",[],[341],False
2AHI,[12],[],[200],True
2AJQ,"[22, 26]",[],"[704, 108]",False
2ALZ,"[9, 7]",[],[390],False
2AOQ,[12],[],[223],True
2AOR,[22],[],[223],True
2AQ4,"[12, 16]",[],[434],False
2AS5,"[21, 21]",[],"[287, 93]",False
2ASD,"[13, 19]",[],[360],False
2ASJ,"[13, 19]",[],[360],False
2ASL,"[14, 19]",[],[360],False
2ATA,[12],[],[200],True
2ATL,"[13, 19]",[],[360],False
2AU0,"[13, 19]",[],[360],False
2AXY,[7],[],[73],False
2AYB,[16],[],[87],True
2AYG,[18],[],[87],True
2B0D,[11],[],[245],False
2B0E,[],[11],[245],False
2BAM,[12],[],[213],True
2BDP,"[9, 10]",[],[580],False
2BGW,"[15, 15]",[],[219],True
2BJC,[22],[],[62],True
2BNW,"[18, 18]",[],[53],False
2BNZ,"[18, 18]",[],[53],False
2BOP,[17],[],[85],False
2BPA,[5],[],"[426, 175, 37]",False
2BPF,"[8, 7]",[],[335],False
2BPG,"[8, 7]",[],[335],False
2BQ3,[14],[],"[358, 18]",False
2BQR,[13],[],"[358, 18]",False
2BQU,[13],[],"[358, 18]",False
2BR0,[13],[],"[358, 18]",False
2BSQ,[],"[36, 36]","[146, 77]",False
2BZF,"[7, 7]",[],[89],True
2C22,"[13, 18]",[],[358],False
2C28,"[13, 18]",[],[358],False
2C2D,"[13, 18]",[],[358],False
2C2E,"[14, 18]",[],[358],False
2C2R,"[14, 18]",[],[358],False
2C5R,"[8, 8]",[],[67],True
2C62,[20],[],[66],False
2C6Y,"[16, 16]",[],[111],False
2C7A,"[18, 18]",[],[78],False
2C7O,"[13, 13]",[],[327],False
2C7P,"[12, 12]",[],[327],True
2C7Q,"[13, 13]",[],[327],False
2C7R,"[12, 12]",[],[327],False
2C9L,"[19, 18]",[],[63],False
2C9N,"[11, 11]",[],[63],False
2CCZ,[15],[],[123],False
2CDM,[27],[],[293],False
2CGP,"[11, 15]",[],[210],False
2CRX,[35],[],[343],False
2CV5,[146],[],"[136, 103, 130, 126]",True
2D45,[16],[],[123],True
2D55,[8],[],[11],True
2D5V,"[14, 14]",[],[164],True
2D7D,[3],[],"[661, 40]",False
2D7G,[2],[],[105],False
2D7H,[3],[],[105],False
2DA8,[6],[],[8],True
2DDG,[14],[],"[15, 219]",False
2DEM,[14],[],"[15, 219]",False
2DGC,[19],[],[63],False
2DNJ,"[8, 6]",[],[260],False
2DP6,[14],[],"[15, 219]",False
2DPD,"[21, 21]",[],[122],True
2DPI,"[7, 9]",[],[420],False
2DPJ,"[7, 9]",[],[420],False
2DPU,"[10, 11]",[],[122],False
2DRP,"[19, 19]",[],[66],False
2DTU,[15],[],"[18, 896]",False
2DWL,[2],[],[105],False
2DWM,[2],[],[105],True
2DWN,[2],[],[105],False
2DY4,"[18, 15]",[],[903],False
2E1C,"[17, 17]",[],[171],True
2E42,"[16, 16]",[],[78],False
2E43,"[16, 16]",[],[78],False
2E52,[12],[],[300],True
2EA0,[12],[],"[12, 262]",False
2EFW,"[21, 21]",[],[122],True
2ER8,[12],[],[72],True
2ERE,[15],[],[72],False
2ERG,[15],[],[72],False
2ES2,[6],[],[67],False
2ETW,"[14, 14]",[],[345],False
2EUV,"[14, 14]",[],[345],False
2EUW,"[14, 14]",[],[345],False
2EUX,"[14, 14]",[],[345],False
2EUZ,"[14, 14]",[],[345],False
2EVF,"[14, 14]",[],[345],False
2EVG,"[14, 14]",[],[345],False
2EVH,"[14, 14]",[],[345],False
2EVI,"[14, 14]",[],[345],False
2EVJ,"[14, 14]",[],[345],False
2EWJ,"[16, 16]",[],[309],False
2EX5,"[26, 26]",[],[207],True
2EXF,[14],[],[44],False
2EZD,"[12, 12]",[],[25],True
2EZE,"[12, 12]",[],[25],True
2EZF,"[12, 12]",[],[10],True
2EZG,"[12, 12]",[],[10],True
2EZV,"[21, 21]",[],[269],True
2F03,"[21, 21]",[],[269],True
2F55,[],"[13, 3]",[435],True
2F5N,"[16, 16]",[],[274],False
2F5O,"[16, 16]",[],[274],False
2F5P,"[16, 16]",[],[274],False
2F5Q,"[16, 16]",[],[274],False
2F5S,"[16, 16]",[],[274],False
2F8N,[146],[],"[136, 103, 126, 123, 120, 149]",True
2F8X,"[18, 18]",[],"[434, 256, 63]",True
2FCC,[],[13],"[13, 137]",True
2FD8,[3],[],[211],False
2FDC,[20],[],[658],False
2FDF,[3],[],[211],False
2FDG,[3],[],[211],False
2FDH,[3],[],[211],False
2FDI,[3],[],[211],False
2FDK,[3],[],[211],False
2FF0,"[15, 15]",[],[102],True
2FIO,"[41, 41]",[],[123],True
2FJ7,"[147, 147]",[],"[102, 129, 125, 135]",True
2FJV,"[8, 8]",[],[255],True
2FJW,"[8, 8]",[],[255],True
2FJX,"[8, 8]",[],[255],True
2FKC,[10],[],[247],True
2FKH,[10],[],[247],True
2FL3,[10],[],[247],True
2FLD,"[24, 24]",[],[165],True
2FLL,"[7, 11]",[],[420],False
2FLN,"[11, 7]",[],[420],False
2FLP,"[11, 7]",[],[420],False
2FO1,"[15, 15]",[],"[477, 85, 373]",False
2FQZ,"[9, 9]",[],[305],True
2FR4,[10],[],"[214, 230]",False
2FVP,[16],[],[255],True
2FVQ,[16],[],[255],True
2FVR,[16],[],[255],True
2FVS,[16],[],[255],True
2G1P,[12],[],[278],True
2GAT,"[16, 16]",[],[66],True
2GB7,"[9, 9]",[],[305],True
2GE5,[11],[],[219],False
2GEQ,[16],[],[201],False
2GIE,[13],[],[257],False
2GIG,[14],[],[257],True
2GIH,[14],[],[257],True
2GII,[14],[],[257],True
2GIJ,[14],[],[257],True
2GKD,"[11, 11]",[],[155],True
2GLI,"[21, 21]",[],[155],False
2GLO,"[12, 12]",[],[59],True
2GM4,"[21, 13]",[],[183],False
2GXA,[13],[],[274],False
2GZK,"[16, 16]",[],[159],True
2H1K,"[15, 15]",[],[63],False
2H1O,[],"[36, 36]","[143, 68]",False
2H27,"[12, 12]",[],[73],False
2H3A,"[13, 13]",[],[72],False
2H3C,"[13, 13]",[],[72],False
2H7F,"[11, 14]",[],[314],False
2H7G,"[12, 14]",[],[314],False
2H7H,"[19, 19]",[],[62],True
2H8C,[11],[],[120],False
2H8R,"[20, 20]",[],[221],False
2HAN,"[20, 20]",[],"[93, 119]",False
2HAP,"[20, 20]",[],[81],True
2HAX,[6],[],[66],False
2HDC,"[17, 17]",[],[97],True
2HDD,"[21, 21]",[],[61],False
2HEO,[7],[],[67],False
2HHQ,"[13, 15]",[],[580],False
2HHS,"[13, 14]",[],[580],False
2HHT,"[12, 16]",[],[580],False
2HHU,"[11, 16]",[],[580],False
2HHV,"[12, 16]",[],[580],False
2HHW,"[9, 13]",[],[580],False
2HHX,"[9, 13]",[],[580],False
2HMI,"[19, 18]",[],"[558, 430, 214, 220]",False
2HOF,"[35, 35]",[],[343],False
2HOI,"[35, 35]",[],[343],False
2HOS,"[21, 21]",[],[63],False
2HOT,"[21, 21]",[],[63],False
2HR1,"[12, 13]",[],[327],False
2HVH,"[9, 13]",[],[580],False
2HVI,"[9, 13]",[],[580],False
2HW3,"[11, 16]",[],[580],False
2HZV,"[30, 30]",[],[133],True
2I05,"[16, 16]",[],[309],False
2I06,"[16, 16]",[],[309],False
2I0Q,[11],[],"[495, 385]",False
2I13,"[22, 22]",[],[190],False
2I3P,"[24, 24]",[],[153],True
2I3Q,"[24, 24]",[],[153],True
2I5S,[],[4],[104],True
2I5W,"[12, 10]",[],[315],False
2I9K,[13],[],[327],False
2I9T,"[17, 17]",[],"[279, 313]",True
2IA6,"[13, 17]",[],[352],False
2IBK,"[14, 17]",[],[352],False
2IBS,"[10, 10]",[],[421],False
2IBT,[10],[],"[10, 421]",False
2IH2,"[10, 10]",[],[421],True
2IH4,"[10, 10]",[],[421],False
2IH5,[10],[],"[10, 421]",False
2IHN,"[18, 24]",[],[305],False
2IMW,"[13, 15]",[],[348],False
2IRF,[],"[12, 13]",[113],False
2IS1,"[17, 10]",[],[680],False
2IS2,[35],[],[680],False
2IS4,[26],[],[680],False
2IS6,[25],[],[680],False
2ISZ,"[33, 33]",[],[157],False
2IT0,"[33, 33]",[],[157],False
2ITL,"[24, 24]",[],[133],False
2IVH,[18],[],[128],True
2J6S,"[14, 18]",[],[358],False
2J6T,"[13, 18]",[],[358],False
2J6U,"[14, 18]",[],[358],False
2JEF,[14],[],"[358, 18]",False
2JEG,[14],[],"[358, 18]",False
2JEI,[14],[],"[358, 18]",False
2JEJ,[15],[],"[358, 18]",False
2JG3,"[10, 10]",[],[421],True
2JLG,[5],[],[664],False
2JP9,"[17, 17]",[],[119],True
2JPA,"[14, 14]",[],[119],True
2JX1,"[13, 13]",[],[31],True
2JXI,"[14, 14]",[],[45],True
2JZW,[14],[],[44],False
2K1N,"[25, 25]",[],[55],True
2K7F,"[14, 10]",[],[109],False
2KAE,[20],[],[71],True
2KDZ,"[16, 16]",[],[107],True
2KEI,"[23, 23]",[],[62],True
2KEJ,"[23, 23]",[],[62],True
2KEK,"[23, 23]",[],[62],True
2KFN,[],[7],[605],True
2KFZ,[],[7],[605],True
2KKF,[12],[],[59],True
2KMK,"[16, 16]",[],[82],True
2KN7,[10],[],[67],False
2KO0,"[16, 16]",[],[87],True
2KTQ,"[12, 13]",[],[538],False
2KV6,"[12, 12]",[],[4],True
2KY8,[],[],"[72, 11, 11]",True
2KZM,[8],[],[605],False
2KZZ,[7],[],[605],False
2L1G,"[16, 16]",[],[87],True
2L45,[6],[],[19],False
2L46,[6],[],[19],False
2L4L,[4],[],[45],False
2LD5,"[11, 11]",[],[71],True
2LEF,"[15, 15]",[],[86],True
2LEV,"[15, 15]",[],[57],True
2LEX,"[16, 16]",[],[78],True
2LKX,"[13, 13]",[],[68],True
2LT7,"[19, 19]",[],[133],True
2LTT,[17],[],[80],False
2M2W,[23],[],[174],False
2MAP,[7],[],[96],False
2ME6,[14],[],[71],True
2MF8,"[13, 13]",[],[93],True
2MNA,[6],[],[117],False
2MOE,"[10, 10]",[],[71],True
2MRU,"[15, 15]",[],[67],True
2MXF,[12],[],[55],True
2N21,[18],[],[20],False
2N8A,[45],[],[214],False
2NBJ,"[15, 15]",[],[93],True
2NL8,[18],[],[133],False
2NLL,[18],[18],"[66, 103]",False
2NMV,[5],[],"[661, 38]",False
2NNY,"[23, 23]",[],[171],False
2NOB,"[16, 15]",[],[325],False
2NOE,"[15, 15]",[],[325],True
2NOF,"[15, 15]",[],[325],True
2NOH,"[15, 15]",[],[325],True
2NOI,"[15, 15]",[],[325],True
2NOL,"[15, 15]",[],[325],True
2NOZ,"[15, 15]",[],[325],True
2NP2,[36],[],[108],False
2NP6,[10],[],"[10, 421]",False
2NP7,[10],[],"[10, 421]",False
2NQB,[146],[],"[135, 103, 123, 123]",True
2NQJ,[15],[],"[15, 285]",False
2NRA,"[23, 23]",[],[276],False
2NTC,"[21, 21]",[],[134],False
2NTZ,"[16, 16]",[],[192],True
2NZD,"[145, 145]",[],"[135, 102, 119, 125]",True
2O19,[8],[],[659],False
2O49,"[12, 12]",[],[93],True
2O4A,"[12, 12]",[],[93],True
2O4I,[25],[],[247],False
2O54,[8],[],[659],False
2O59,[8],[],[659],False
2O5C,[8],[],[659],False
2O5E,[8],[],[659],False
2O61,"[36, 34]",[],"[540, 314]",False
2O6G,"[57, 57]",[],[123],False
2O6M,[21],[],[163],False
2O8B,"[15, 15]",[],"[934, 1022]",False
2O8C,"[15, 15]",[],"[934, 1022]",False
2O8D,[15],[15],"[1022, 934]",False
2O8E,"[15, 15]",[],"[934, 1022]",False
2O8F,"[17, 18]",[],"[1022, 934]",False
2O8K,"[14, 14]",[],[63],True
2O93,"[25, 25]",[],[301],False
2O9L,"[14, 14]",[],[63],True
2OA8,[4],[],[233],False
2OAA,"[11, 11]",[],[249],False
2ODI,"[11, 11]",[],[238],False
2OEH,"[15, 14]",[],[107],False
2OFI,[12],[],"[12, 184]",False
2OG0,"[18, 18]",[],[52],True
2OH2,"[13, 18]",[],[508],False
2OK0,[2],[],"[219, 216]",False
2OPF,[12],[],"[12, 262]",False
2OQ4,[13],[],"[13, 262]",False
2OR1,"[20, 20]",[],[69],False
2OST,"[29, 29]",[],[151],False
2OXM,[9],[],"[10, 223]",False
2OXV,[13],[],[277],False
2OYQ,[],[],"[21, 15, 903]",False
2OYT,[],[],"[223, 9, 10]",False
2OZM,[14],[],"[18, 903]",False
2OZS,"[18, 14]",[],[903],False
2P0J,"[11, 11]",[],[203],True
2P2R,[7],[],[76],False
2P5G,[15],[],"[21, 903]",False
2P5L,"[18, 18]",[],[64],True
2P5O,[15],[],"[18, 903]",False
2P6R,"[25, 15]",[],[702],False
2P7C,"[12, 12]",[],[82],True
2PE5,[20],[],[330],True
2PFJ,"[29, 29]",[],[149],False
2PI0,"[32, 32]",[],[116],True
2PI4,"[22, 14]",[],[878],False
2PI5,"[22, 14]",[],[878],False
2PQU,[12],[],[73],False
2PRT,"[14, 14]",[],[119],True
2PUA,[17],[],[340],False
2PUB,[17],[],[340],False
2PUC,[17],[],[340],False
2PUD,[17],[],[340],False
2PUE,[17],[],[340],False
2PUF,[17],[],[340],False
2PUG,[17],[],[340],False
2PVI,[13],[],[157],False
2PY5,[7],[],[575],False
2PYJ,"[10, 14]",[],[575],False
2PYL,"[11, 14]",[],[575],False
2PYO,"[147, 147]",[],"[135, 102, 120, 122]",True
2PZS,"[17, 10]",[],[575],False
2Q10,"[11, 11]",[],[238],False
2Q2K,[],[20],[70],False
2QBY,"[33, 33]",[],"[386, 384]",False
2QFJ,[25],[],[216],False
2QHB,"[7, 7]",[],[86],True
2QL2,"[16, 16]",[],"[60, 60]",True
2QOJ,"[31, 31]",[],[254],False
2QSG,[24],[],"[24, 533, 171]",False
2QSH,"[24, 24]",[],"[538, 171]",False
2R0Q,"[31, 31]",[],[209],False
2R1J,"[20, 20]",[],[68],True
2R2R,"[8, 8]",[],[255],True
2R2S,"[7, 8]",[],[255],False
2R2T,"[8, 8]",[],[255],True
2R2U,"[7, 8]",[],[255],False
2R5Y,"[20, 20]",[],"[63, 88]",False
2R5Z,"[20, 20]",[],"[88, 63]",False
2R8G,"[13, 19]",[],[352],False
2R8H,"[13, 18]",[],[352],False
2R8I,"[13, 18]",[],[352],False
2R8J,"[9, 11]",[],[554],False
2R8K,"[9, 10]",[],[554],False
2RAM,[],[20],[273],False
2RBA,[23],[],"[23, 204]",False
2RBF,"[21, 21]",[],[54],True
2RGR,"[15, 19]",[],[759],False
2RVE,[8],[],[244],True
2SSP,[11],[],"[10, 223]",False
2STT,"[17, 17]",[],[96],True
2STW,"[17, 17]",[],[96],True
2UP1,[11],[],[183],False
2UVR,"[14, 18]",[],[358],False
2UVU,"[14, 18]",[],[358],False
2UVV,"[14, 18]",[],[358],False
2UVW,"[14, 18]",[],[358],False
2UYC,"[13, 12]",[],[327],False
2UYH,"[13, 12]",[],[327],False
2UZ4,"[13, 12]",[],[327],False
2UZK,"[13, 13]",[],[97],True
2V1U,"[22, 22]",[],[387],True
2V2T,[11],[],"[288, 326]",False
2V4Q,"[14, 18]",[],[358],False
2V4R,"[13, 18]",[],[358],False
2V6E,"[25, 19]",[],[558],False
2V9W,[13],[],"[358, 18]",False
2VA2,[13],[],"[358, 18]",False
2VA3,[13],[],"[358, 18]",False
2VBJ,"[24, 24]",[],"[152, 152]",True
2VBO,"[24, 24]",[],"[153, 153]",True
2VE9,"[16, 16]",[],[73],True
2VHG,[31],[],[159],False
2VIC,[26],[],[159],False
2VIH,[26],[],[159],False
2VJU,[35],[],[159],False
2VJV,"[26, 6]",[],[159],False
2VLA,"[12, 12]",[],[285],True
2VOA,"[10, 10]",[],[257],True
2VS7,"[25, 25]",[],[199],True
2VTB,[5],[],"[526, 525]",False
2VW9,[35],[],[134],False
2VWJ,[],[26],[773],False
2VY1,[20],[],[194],False
2VY2,[20],[],[194],False
2VYE,[9],[],[454],False
2VZ4,[26],[],[108],False
2W35,[6],[],"[225, 9]",False
2W36,[11],[11],[225],False
2W42,"[8, 8]",[],[427],False
2W7N,[18],[18],[101],False
2W7O,"[13, 18]",[],[508],False
2W7P,"[13, 18]",[],[508],False
2W8K,[14],[],"[358, 18]",False
2W8L,[14],[],"[358, 18]",False
2W9A,"[14, 18]",[],[358],False
2W9B,"[14, 18]",[],"[358, 358]",False
2W9C,"[13, 18]",[],"[358, 358]",False
2WB2,[15],[],"[543, 15]",False
2WBS,"[7, 7]",[],[89],True
2WBU,"[10, 10]",[],[90],True
2WCC,"[12, 12]",[],[64],True
2WIW,[10],[],[139],True
2WIZ,"[20, 20]",[],[139],True
2WJ0,"[24, 24]",[],[139],True
2WQ6,"[15, 15]",[],[543],False
2WQ7,"[15, 15]",[],[543],False
2WT7,"[16, 16]",[],"[63, 90]",True
2WTF,"[17, 9]",[],[536],False
2WTU,"[16, 16]",[],[800],False
2WTY,"[20, 20]",[],[97],False
2WWY,"[27, 13]",[],[591],False
2X6V,"[11, 11]",[],[203],False
2XC9,[14],[],"[358, 18]",False
2XCA,"[13, 18]",[],[358],False
2XCP,"[13, 18]",[],[358],False
2XCR,[20],[],"[726, 20]",True
2XCS,[],[],"[692, 20]",True
2XE0,"[24, 24]",[],"[152, 152]",True
2XGP,"[9, 11]",[],[536],False
2XGQ,"[9, 11]",[],[536],False
2XHB,[9],[],"[28, 773]",False
2XHI,"[15, 15]",[],[360],True
2XKK,"[34, 34]",[],[767],True
2XM3,"[27, 5]",[],[140],False
2XMA,[34],[],[143],False
2XO6,"[27, 6]",[],[140],False
2XO7,"[10, 11]",[],[580],False
2XQC,"[27, 6]",[],[140],False
2XRO,"[42, 43]",[],[241],False
2XRZ,[14],[],"[482, 14]",False
2XSD,"[11, 11]",[],[164],False
2XY5,[],[],"[581, 10, 10]",False
2XY6,[],[],"[581, 10, 10]",False
2XY7,[10],[],"[580, 11]",False
2XZF,[14],[],"[271, 14]",False
2XZU,[14],[],"[271, 14]",False
2Y1I,[10],[],"[580, 10]",False
2Y1J,[10],[],"[580, 10]",False
2Y35,[11],[],[1140],False
2Y7H,"[20, 20]",[],"[464, 529]",True
2Y9Z,[48],[],"[374, 624]",True
2YPA,"[11, 11]",[],"[91, 82, 145, 51]",True
2YPB,"[11, 11]",[],"[91, 82]",True
2YPF,"[22, 21]",[],[758],False
2YVH,"[14, 14]",[],[177],True
2Z33,"[16, 16]",[],[104],True
2Z3X,"[11, 11]",[],[63],False
2Z6A,"[12, 13]",[],[327],False
2Z6U,"[12, 13]",[],[327],False
2Z70,[7],[],[245],False
2Z9O,"[33, 33]",[],[266],True
2ZCJ,"[12, 13]",[],[327],False
2ZHG,[20],[],[154],True
2ZKD,"[12, 12]",[],[210],True
2ZKE,"[12, 12]",[],[210],True
2ZKF,"[11, 11]",[],[210],False
2ZO0,"[13, 13]",[],[212],False
2ZO1,"[13, 13]",[],[212],False
2ZO2,[12],[],[212],True
316D,[8],[],[11],True
3A01,"[17, 17]",[],"[93, 67]",True
3A46,[13],[],"[289, 13]",False
3A5T,"[15, 15]",[],[107],True
3A5U,[31],[],[130],False
3A6N,[146],[],"[139, 106, 133, 129]",True
3AAF,[14],[],[134],True
3AFA,[146],[],"[139, 106, 133, 129]",True
3AN2,[147],[],"[143, 129, 106, 133]",False
3AU6,"[7, 11]",[],[575],False
3AUO,[29],[],[575],False
3AV1,[146],[],"[139, 106, 133, 129]",True
3AV2,[146],[],"[139, 106, 133, 129]",True
3AYW,[146],[],"[139, 106, 133, 129]",True
3AZE,[146],[],"[139, 106, 133, 129]",True
3AZF,[146],[],"[139, 106, 133, 129]",True
3AZG,[146],[],"[139, 106, 133, 129]",True
3AZH,[146],[],"[139, 106, 133, 129]",True
3AZI,[146],[],"[139, 133, 106, 129]",True
3AZJ,[146],[],"[139, 106, 133, 129]",True
3AZK,[146],[],"[139, 106, 133, 129]",True
3AZL,[146],[],"[139, 106, 133, 129]",True
3AZM,[146],[],"[139, 106, 133, 129]",True
3AZN,[146],[],"[139, 106, 133, 129]",True
3B39,[15],[],[322],False
3B6F,"[147, 147]",[],"[135, 102, 128, 125]",True
3B6G,"[147, 147]",[],"[135, 128, 102, 125]",True
3BBB,[2],[],[151],False
3BDN,"[20, 20]",[],[236],False
3BDP,"[10, 10]",[],[580],True
3BEP,"[10, 14]",[],[366],False
3BI3,[13],[],"[201, 13]",False
3BIE,[13],[],"[202, 12]",False
3BJY,"[16, 12]",[],[434],False
3BKZ,[13],[],"[201, 13]",False
3BM3,"[11, 11]",[],[272],False
3BQ0,"[10, 15]",[],[354],False
3BQ1,"[10, 15]",[],[354],False
3BQ2,"[11, 15]",[],[354],False
3BRD,"[15, 15]",[],"[477, 29]",False
3BRF,"[15, 15]",[],"[478, 14]",False
3BRG,"[15, 15]",[],[427],False
3BS1,[],"[16, 16]",[103],False
3BTX,[13],[],"[204, 13]",False
3BTY,"[13, 13]",[],[203],False
3BTZ,[13],[],"[202, 13]",False
3BU0,[13],[],"[203, 13]",False
3BUC,"[13, 13]",[],[203],False
3C1B,[146],[],"[102, 129, 125, 135]",True
3C1C,[146],[],"[135, 102, 129, 125]",True
3C25,"[22, 22]",[],[383],True
3C28,"[34, 34]",[],[322],True
3C2I,"[20, 20]",[],[97],False
3C2P,[33],[],[1117],False
3C3L,[33],[],[1117],False
3C46,[36],[],[1117],False
3C58,[14],[],"[14, 271]",False
3CBB,"[21, 21]",[],[78],False
3CFP,"[18, 14]",[],[909],False
3CFR,"[18, 13]",[],[909],False
3CLC,"[35, 35]",[],[82],True
3CLZ,"[12, 12]",[],[212],True
3CMT,"[15, 6]",[],[1706],False
3CMU,[18],[],[2050],False
3CMW,[15],[],[1706],False
3CMX,"[15, 12]",[],[1706],False
3CMY,"[14, 14]",[],[61],False
3CO6,"[16, 16]",[],[100],True
3CO7,"[16, 16]",[],[117],True
3COA,"[16, 16]",[],[117],True
3COQ,"[20, 20]",[],[89],False
3CQ8,"[18, 14]",[],[903],False
3CRO,"[20, 20]",[],[71],False
3CVS,"[12, 12]",[],[282],False
3CVT,"[12, 12]",[],[282],True
3CVU,"[15, 15]",[],[543],False
3CVV,"[15, 15]",[],[543],False
3CVW,"[15, 15]",[],[543],False
3CVX,"[15, 15]",[],[543],False
3CVY,"[15, 15]",[],[543],False
3CW7,"[12, 12]",[],[282],True
3CWA,"[12, 12]",[],[282],True
3CWS,[12],[],"[282, 12]",False
3CWT,[12],[],"[282, 12]",False
3CWU,[12],[],"[282, 12]",False
3D0A,[12],[],[200],True
3D0P,[12],[],[134],True
3D1N,"[14, 14]",[],[151],True
3D2W,[10],[],[89],False
3D4V,"[12, 12]",[],[282],True
3D6Y,[24],[],[284],False
3D6Z,[24],[],[284],False
3D70,[24],[],[284],False
3D71,[24],[],[284],False
3DFV,"[20, 20]",[],[63],False
3DFX,"[20, 20]",[],[63],False
3DLB,[10],[],[685],False
3DLH,[21],[],[685],False
3DNV,[21],[],"[440, 88]",False
3DO7,[11],[],"[296, 293]",False
3DPG,[17],[],[338],False
3DSC,[20],[],[349],False
3DSD,[26],[],[349],False
3DVO,[18],[],[338],True
3DW9,[18],[],[338],True
3DZU,"[20, 20]",[],"[467, 419, 13]",True
3DZY,"[20, 20]",[],"[419, 467, 13]",True
3E00,"[20, 20]",[],"[467, 419, 13]",True
3E0D,"[27, 21]",[],[1220],False
3E3Y,[14],[],[257],True
3E40,[14],[],[257],True
3E41,[14],[],[257],True
3E42,[14],[],[257],True
3E43,[14],[],[257],True
3E44,"[7, 7]",[],[257],True
3E45,[14],[],[257],True
3E6C,"[13, 13]",[],[250],True
3EBC,"[14, 14]",[],[317],True
3ECP,"[20, 20]",[],[477],True
3EEO,[12],[],"[12, 327]",False
3EH8,"[31, 31]",[],[254],False
3EI1,"[14, 14]",[],"[1158, 383]",False
3EI2,[16],[],"[1158, 383, 16]",False
3EPG,[18],[],[420],False
3EPI,[18],[],[420],False
3ERE,"[16, 16]",[],[170],True
3EXJ,"[11, 12]",[],[197],False
3EXL,"[11, 12]",[],[197],False
3EY1,[],[12],[138],False
3EYI,[7],[],[72],False
3EYZ,"[10, 13]",[],[580],False
3EZ5,"[9, 12]",[],[580],False
3F21,[7],[],[81],False
3F22,[7],[],[81],False
3F23,[7],[],[81],False
3F27,"[16, 16]",[],[83],True
3F2B,"[17, 22]",[],[1041],False
3F2C,"[17, 22]",[],[1041],False
3F2D,"[17, 22]",[],[1041],False
3F8I,"[12, 12]",[],[212],True
3F8J,"[12, 12]",[],[212],True
3FBD,[18],[],[132],True
3FC3,"[11, 11]",[],[200],False
3FD2,"[24, 24]",[],[373],True
3FDE,"[12, 12]",[],[212],True
