pdbid,dna,U,protein,duplex,max p,max U,min dna
1YFJ,[15],[],[259],False,259,0,15
1YFL,[16],[],[259],True,259,0,16
1YNW,"[18, 18]",[],"[110, 99]",False,110,0,18
1YO5,"[13, 13]",[],[97],True,97,0,13
1YQK,"[11, 9]",[],[319],False,319,0,9
1YQL,"[13, 12]",[],[319],False,319,0,12
1YQM,"[13, 12]",[],[319],False,319,0,12
1YQR,"[14, 14]",[],[319],True,319,0,14
1YRN,"[21, 21]",[],"[61, 83]",False,83,0,21
1YSA,"[20, 20]",[],[58],False,58,0,20
1YTB,[29],[],[180],False,180,0,29
1YTF,"[16, 16]",[],"[180, 53, 79, 121]",True,180,0,16
1YUI,"[11, 11]",[],[54],True,54,0,11
1YUJ,"[11, 11]",[],[54],True,54,0,11
1Z9C,"[29, 29]",[],[147],False,147,0,29
1ZAA,"[11, 11]",[],[87],False,87,0,11
1ZAY,[17],[],[340],False,340,0,17
1ZBB,"[347, 347]",[],"[125, 135, 102, 129]",True,135,0,347
1ZG1,"[20, 20]",[],[82],True,82,0,20
1ZG5,[20],[],[82],True,82,0,20
1ZGW,"[18, 18]",[],[139],True,139,0,18
1ZLA,[146],[],"[135, 102, 22, 129, 125]",True,135,0,146
1ZLK,"[43, 43]",[],[95],False,95,0,43
1ZM5,[25],[],[293],False,293,0,25
1ZNS,[12],[],[134],True,134,0,12
1ZQ3,"[13, 13]",[],[68],True,68,0,13
1ZQA,"[8, 7]",[],[335],False,335,0,7
1ZQB,"[8, 7]",[],[335],False,335,0,7
1ZQC,"[8, 7]",[],[335],False,335,0,7
1ZQD,"[8, 7]",[],[335],False,335,0,7
1ZQE,"[8, 7]",[],[335],False,335,0,7
1ZQF,"[8, 7]",[],[335],False,335,0,7
1ZQG,"[8, 7]",[],[335],False,335,0,7
1ZQH,"[8, 7]",[],[335],False,335,0,7
1ZQI,"[8, 7]",[],[335],False,335,0,7
1ZQJ,"[8, 7]",[],[335],False,335,0,7
1ZQK,"[8, 7]",[],[335],False,335,0,7
1ZQL,"[8, 7]",[],[335],False,335,0,7
1ZQM,"[8, 7]",[],[335],False,335,0,7
1ZQN,"[8, 7]",[],[335],False,335,0,7
1ZQO,"[8, 7]",[],[335],False,335,0,7
1ZQP,"[8, 7]",[],[335],False,335,0,7
1ZQQ,"[8, 7]",[],[335],False,335,0,7
1ZQR,"[8, 7]",[],[335],False,335,0,7
1ZQS,"[8, 7]",[],[335],False,335,0,7
1ZQT,"[8, 7]",[],[335],False,335,0,7
1ZRC,"[17, 21]",[],[209],False,209,0,17
1ZRD,"[17, 21]",[],[209],False,209,0,17
1ZRE,"[17, 21]",[],[209],False,209,0,17
1ZRF,"[17, 21]",[],[209],False,209,0,17
1ZS4,"[27, 27]",[],[83],False,83,0,27
1ZTG,[8],[],[74],False,74,0,8
1ZTT,"[8, 8]",[],[255],True,255,0,8
1ZTW,"[8, 8]",[],[255],True,255,0,8
1ZVV,[16],[],"[332, 85]",False,332,0,16
1ZX4,"[25, 25]",[],[192],True,192,0,25
1ZZI,[6],[],[82],False,82,0,6
1ZZJ,[15],[],[82],False,82,0,15
2A07,"[21, 21]",[],[93],False,93,0,21
2A0I,[22],[],[330],False,330,0,22
2A3V,"[40, 43]",[],[320],False,320,0,40
2A66,"[12, 12]",[],[113],True,113,0,12
2A6O,[22],[],[155],False,155,0,22
2AC0,[12],[],[200],True,200,0,12
2ACJ,"[17, 17]",[],[66],False,66,0,17
2ADY,[12],[],[200],True,200,0,12
2AGO,"[14, 17]",[],[341],False,341,0,14
2AGP,"[13, 17]",[],[341],False,341,0,13
2AGQ,"[13, 17]",[],[341],False,341,0,13
2AHI,[12],[],[200],True,200,0,12
2ALZ,"[9, 7]",[],[390],False,390,0,7
2AOQ,[12],[],[223],True,223,0,12
2AOR,[22],[],[223],True,223,0,22
2AQ4,"[12, 16]",[],[434],False,434,0,12
2AS5,"[21, 21]",[],"[287, 93]",False,287,0,21
2ASD,"[13, 19]",[],[360],False,360,0,13
2ASJ,"[13, 19]",[],[360],False,360,0,13
2ASL,"[14, 19]",[],[360],False,360,0,14
2ATA,[12],[],[200],True,200,0,12
2ATL,"[13, 19]",[],[360],False,360,0,13
2AU0,"[13, 19]",[],[360],False,360,0,13
2AXY,[7],[],[73],False,73,0,7
2AYB,[16],[],[87],True,87,0,16
2AYG,[18],[],[87],True,87,0,18
2B0D,[11],[],[245],False,245,0,11
2BAM,[12],[],[213],True,213,0,12
2BGW,"[15, 15]",[],[219],True,219,0,15
2BJC,[22],[],[62],True,62,0,22
2BNW,"[18, 18]",[],[53],False,53,0,18
2BNZ,"[18, 18]",[],[53],False,53,0,18
2BOP,[17],[],[85],False,85,0,17
2BPA,[5],[],"[426, 175, 37]",False,426,0,5
2BPF,"[8, 7]",[],[335],False,335,0,7
2BPG,"[8, 7]",[],[335],False,335,0,7
2BQ3,[14],[],"[358, 18]",False,358,0,14
2BQR,[13],[],"[358, 18]",False,358,0,13
2BQU,[13],[],"[358, 18]",False,358,0,13
2BR0,[13],[],"[358, 18]",False,358,0,13
2BZF,"[7, 7]",[],[89],True,89,0,7
2C22,"[13, 18]",[],[358],False,358,0,13
2C28,"[13, 18]",[],[358],False,358,0,13
2C2D,"[13, 18]",[],[358],False,358,0,13
2C2E,"[14, 18]",[],[358],False,358,0,14
2C2R,"[14, 18]",[],[358],False,358,0,14
2C5R,"[8, 8]",[],[67],True,67,0,8
2C62,[20],[],[66],False,66,0,20
2C6Y,"[16, 16]",[],[111],False,111,0,16
2C7A,"[18, 18]",[],[78],False,78,0,18
2C7O,"[13, 13]",[],[327],False,327,0,13
2C7P,"[12, 12]",[],[327],True,327,0,12
2C7Q,"[13, 13]",[],[327],False,327,0,13
2C7R,"[12, 12]",[],[327],False,327,0,12
2C9L,"[19, 18]",[],[63],False,63,0,18
2C9N,"[11, 11]",[],[63],False,63,0,11
2CCZ,[15],[],[123],False,123,0,15
2CDM,[27],[],[293],False,293,0,27
2CGP,"[11, 15]",[],[210],False,210,0,11
2CRX,[35],[],[343],False,343,0,35
2CV5,[146],[],"[136, 103, 130, 126]",True,136,0,146
2D45,[16],[],[123],True,123,0,16
2D5V,"[14, 14]",[],[164],True,164,0,14
2DDG,[14],[],"[15, 219]",False,219,0,14
2DEM,[14],[],"[15, 219]",False,219,0,14
2DGC,[19],[],[63],False,63,0,19
2DNJ,"[8, 6]",[],[260],False,260,0,6
2DP6,[14],[],"[15, 219]",False,219,0,14
2DPD,"[21, 21]",[],[122],True,122,0,21
2DPI,"[7, 9]",[],[420],False,420,0,7
2DPJ,"[7, 9]",[],[420],False,420,0,7
2DPU,"[10, 11]",[],[122],False,122,0,10
2DRP,"[19, 19]",[],[66],False,66,0,19
2E1C,"[17, 17]",[],[171],True,171,0,17
2E42,"[16, 16]",[],[78],False,78,0,16
2E43,"[16, 16]",[],[78],False,78,0,16
2E52,[12],[],[300],True,300,0,12
2EA0,[12],[],"[12, 262]",False,262,0,12
2EFW,"[21, 21]",[],[122],True,122,0,21
2ER8,[12],[],[72],True,72,0,12
2ERE,[15],[],[72],False,72,0,15
2ERG,[15],[],[72],False,72,0,15
2ES2,[6],[],[67],False,67,0,6
2ETW,"[14, 14]",[],[345],False,345,0,14
2EUV,"[14, 14]",[],[345],False,345,0,14
2EUW,"[14, 14]",[],[345],False,345,0,14
2EUX,"[14, 14]",[],[345],False,345,0,14
2EUZ,"[14, 14]",[],[345],False,345,0,14
2EVF,"[14, 14]",[],[345],False,345,0,14
2EVG,"[14, 14]",[],[345],False,345,0,14
2EVH,"[14, 14]",[],[345],False,345,0,14
2EVI,"[14, 14]",[],[345],False,345,0,14
2EVJ,"[14, 14]",[],[345],False,345,0,14
2EWJ,"[16, 16]",[],[309],False,309,0,16
2EX5,"[26, 26]",[],[207],True,207,0,26
2EXF,[14],[],[44],False,44,0,14
2EZD,"[12, 12]",[],[25],True,25,0,12
2EZE,"[12, 12]",[],[25],True,25,0,12
2EZV,"[21, 21]",[],[269],True,269,0,21
2F03,"[21, 21]",[],[269],True,269,0,21
2F5N,"[16, 16]",[],[274],False,274,0,16
2F5O,"[16, 16]",[],[274],False,274,0,16
2F5P,"[16, 16]",[],[274],False,274,0,16
2F5Q,"[16, 16]",[],[274],False,274,0,16
2F5S,"[16, 16]",[],[274],False,274,0,16
2F8N,[146],[],"[136, 103, 126, 123, 120, 149]",True,149,0,146
2F8X,"[18, 18]",[],"[434, 256, 63]",True,434,0,18
2FF0,"[15, 15]",[],[102],True,102,0,15
2FIO,"[41, 41]",[],[123],True,123,0,41
2FJ7,"[147, 147]",[],"[102, 129, 125, 135]",True,135,0,147
2FJV,"[8, 8]",[],[255],True,255,0,8
2FJW,"[8, 8]",[],[255],True,255,0,8
2FJX,"[8, 8]",[],[255],True,255,0,8
2FKC,[10],[],[247],True,247,0,10
2FKH,[10],[],[247],True,247,0,10
2FL3,[10],[],[247],True,247,0,10
2FLD,"[24, 24]",[],[165],True,165,0,24
2FLL,"[7, 11]",[],[420],False,420,0,7
2FLN,"[11, 7]",[],[420],False,420,0,7
2FLP,"[11, 7]",[],[420],False,420,0,7
2FO1,"[15, 15]",[],"[477, 85, 373]",False,477,0,15
2FQZ,"[9, 9]",[],[305],True,305,0,9
2FR4,[10],[],"[214, 230]",False,230,0,10
2FVP,[16],[],[255],True,255,0,16
2FVQ,[16],[],[255],True,255,0,16
2FVR,[16],[],[255],True,255,0,16
2FVS,[16],[],[255],True,255,0,16
2G1P,[12],[],[278],True,278,0,12
2GAT,"[16, 16]",[],[66],True,66,0,16
2GB7,"[9, 9]",[],[305],True,305,0,9
2GE5,[11],[],[219],False,219,0,11
2GEQ,[16],[],[201],False,201,0,16
2GIE,[13],[],[257],False,257,0,13
2GIG,[14],[],[257],True,257,0,14
2GIH,[14],[],[257],True,257,0,14
2GII,[14],[],[257],True,257,0,14
2GIJ,[14],[],[257],True,257,0,14
2GKD,"[11, 11]",[],[155],True,155,0,11
2GLI,"[21, 21]",[],[155],False,155,0,21
2GLO,"[12, 12]",[],[59],True,59,0,12
2GM4,"[21, 13]",[],[183],False,183,0,13
2GXA,[13],[],[274],False,274,0,13
2GZK,"[16, 16]",[],[159],True,159,0,16
2H1K,"[15, 15]",[],[63],False,63,0,15
2H27,"[12, 12]",[],[73],False,73,0,12
2H3A,"[13, 13]",[],[72],False,72,0,13
2H3C,"[13, 13]",[],[72],False,72,0,13
2H7F,"[11, 14]",[],[314],False,314,0,11
2H7G,"[12, 14]",[],[314],False,314,0,12
2H7H,"[19, 19]",[],[62],True,62,0,19
2H8C,[11],[],[120],False,120,0,11
2H8R,"[20, 20]",[],[221],False,221,0,20
2HAN,"[20, 20]",[],"[93, 119]",False,119,0,20
2HAP,"[20, 20]",[],[81],True,81,0,20
2HAX,[6],[],[66],False,66,0,6
2HDC,"[17, 17]",[],[97],True,97,0,17
2HDD,"[21, 21]",[],[61],False,61,0,21
2HEO,[7],[],[67],False,67,0,7
2HOF,"[35, 35]",[],[343],False,343,0,35
2HOI,"[35, 35]",[],[343],False,343,0,35
2HOS,"[21, 21]",[],[63],False,63,0,21
2HOT,"[21, 21]",[],[63],False,63,0,21
2HR1,"[12, 13]",[],[327],False,327,0,12
2HZV,"[30, 30]",[],[133],True,133,0,30
2I05,"[16, 16]",[],[309],False,309,0,16
2I06,"[16, 16]",[],[309],False,309,0,16
2I0Q,[11],[],"[495, 385]",False,495,0,11
2I13,"[22, 22]",[],[190],False,190,0,22
2I3P,"[24, 24]",[],[153],True,153,0,24
2I3Q,"[24, 24]",[],[153],True,153,0,24
2I5W,"[12, 10]",[],[315],False,315,0,10
2I9K,[13],[],[327],False,327,0,13
2I9T,"[17, 17]",[],"[279, 313]",True,313,0,17
2IA6,"[13, 17]",[],[352],False,352,0,13
2IBK,"[14, 17]",[],[352],False,352,0,14
2IBS,"[10, 10]",[],[421],False,421,0,10
2IBT,[10],[],"[10, 421]",False,421,0,10
2IH2,"[10, 10]",[],[421],True,421,0,10
2IH4,"[10, 10]",[],[421],False,421,0,10
2IH5,[10],[],"[10, 421]",False,421,0,10
2IHN,"[18, 24]",[],[305],False,305,0,18
2IMW,"[13, 15]",[],[348],False,348,0,13
2ISZ,"[33, 33]",[],[157],False,157,0,33
2IT0,"[33, 33]",[],[157],False,157,0,33
2ITL,"[24, 24]",[],[133],False,133,0,24
2IVH,[18],[],[128],True,128,0,18
2J6S,"[14, 18]",[],[358],False,358,0,14
2J6T,"[13, 18]",[],[358],False,358,0,13
2J6U,"[14, 18]",[],[358],False,358,0,14
2JEF,[14],[],"[358, 18]",False,358,0,14
2JEG,[14],[],"[358, 18]",False,358,0,14
2JEI,[14],[],"[358, 18]",False,358,0,14
2JEJ,[15],[],"[358, 18]",False,358,0,15
2JG3,"[10, 10]",[],[421],True,421,0,10
2JP9,"[17, 17]",[],[119],True,119,0,17
2JPA,"[14, 14]",[],[119],True,119,0,14
2JX1,"[13, 13]",[],[31],True,31,0,13
2JXI,"[14, 14]",[],[45],True,45,0,14
2JZW,[14],[],[44],False,44,0,14
2K1N,"[25, 25]",[],[55],True,55,0,25
2K7F,"[14, 10]",[],[109],False,109,0,10
2KAE,[20],[],[71],True,71,0,20
2KDZ,"[16, 16]",[],[107],True,107,0,16
2KEI,"[23, 23]",[],[62],True,62,0,23
2KEJ,"[23, 23]",[],[62],True,62,0,23
2KEK,"[23, 23]",[],[62],True,62,0,23
2KKF,[12],[],[59],True,59,0,12
2KMK,"[16, 16]",[],[82],True,82,0,16
2KN7,[10],[],[67],False,67,0,10
2KO0,"[16, 16]",[],[87],True,87,0,16
2L1G,"[16, 16]",[],[87],True,87,0,16
2L4L,[4],[],[45],False,45,0,4
2LD5,"[11, 11]",[],[71],True,71,0,11
2LEF,"[15, 15]",[],[86],True,86,0,15
2LEV,"[15, 15]",[],[57],True,57,0,15
2LEX,"[16, 16]",[],[78],True,78,0,16
2LKX,"[13, 13]",[],[68],True,68,0,13
2LT7,"[19, 19]",[],[133],True,133,0,19
2LTT,[17],[],[80],False,80,0,17
2M2W,[23],[],[174],False,174,0,23
2MAP,[7],[],[96],False,96,0,7
2ME6,[14],[],[71],True,71,0,14
2MF8,"[13, 13]",[],[93],True,93,0,13
2MNA,[6],[],[117],False,117,0,6
2MOE,"[10, 10]",[],[71],True,71,0,10
2MRU,"[15, 15]",[],[67],True,67,0,15
2MXF,[12],[],[55],True,55,0,12
2N21,[18],[],[20],False,20,0,18
2N8A,[45],[],[214],False,214,0,45
2NBJ,"[15, 15]",[],[93],True,93,0,15
2NL8,[18],[],[133],False,133,0,18
2NNY,"[23, 23]",[],[171],False,171,0,23
2NOB,"[16, 15]",[],[325],False,325,0,15
2NOE,"[15, 15]",[],[325],True,325,0,15
2NOF,"[15, 15]",[],[325],True,325,0,15
2NOH,"[15, 15]",[],[325],True,325,0,15
2NOI,"[15, 15]",[],[325],True,325,0,15
2NOL,"[15, 15]",[],[325],True,325,0,15
2NOZ,"[15, 15]",[],[325],True,325,0,15
2NP2,[36],[],[108],False,108,0,36
2NP6,[10],[],"[10, 421]",False,421,0,10
2NP7,[10],[],"[10, 421]",False,421,0,10
2NQB,[146],[],"[135, 103, 123, 123]",True,135,0,146
2NQJ,[15],[],"[15, 285]",False,285,0,15
2NRA,"[23, 23]",[],[276],False,276,0,23
2NTC,"[21, 21]",[],[134],False,134,0,21
2NTZ,"[16, 16]",[],[192],True,192,0,16
2NZD,"[145, 145]",[],"[135, 102, 119, 125]",True,135,0,145
2O49,"[12, 12]",[],[93],True,93,0,12
2O4A,"[12, 12]",[],[93],True,93,0,12
2O4I,[25],[],[247],False,247,0,25
2O6G,"[57, 57]",[],[123],False,123,0,57
2O6M,[21],[],[163],False,163,0,21
2O8K,"[14, 14]",[],[63],True,63,0,14
2O93,"[25, 25]",[],[301],False,301,0,25
2O9L,"[14, 14]",[],[63],True,63,0,14
2OA8,[4],[],[233],False,233,0,4
2OAA,"[11, 11]",[],[249],False,249,0,11
2ODI,"[11, 11]",[],[238],False,238,0,11
2OEH,"[15, 14]",[],[107],False,107,0,14
2OFI,[12],[],"[12, 184]",False,184,0,12
2OG0,"[18, 18]",[],[52],True,52,0,18
2OPF,[12],[],"[12, 262]",False,262,0,12
2OQ4,[13],[],"[13, 262]",False,262,0,13
2OR1,"[20, 20]",[],[69],False,69,0,20
2OST,"[29, 29]",[],[151],False,151,0,29
2OXM,[9],[],"[10, 223]",False,223,0,9
2OXV,[13],[],[277],False,277,0,13
2P0J,"[11, 11]",[],[203],True,203,0,11
2P2R,[7],[],[76],False,76,0,7
2P5L,"[18, 18]",[],[64],True,64,0,18
2P7C,"[12, 12]",[],[82],True,82,0,12
2PE5,[20],[],[330],True,330,0,20
2PFJ,"[29, 29]",[],[149],False,149,0,29
2PI0,"[32, 32]",[],[116],True,116,0,32
2PQU,[12],[],[73],False,73,0,12
2PRT,"[14, 14]",[],[119],True,119,0,14
2PUA,[17],[],[340],False,340,0,17
2PUB,[17],[],[340],False,340,0,17
2PUC,[17],[],[340],False,340,0,17
2PUD,[17],[],[340],False,340,0,17
2PUE,[17],[],[340],False,340,0,17
2PUF,[17],[],[340],False,340,0,17
2PUG,[17],[],[340],False,340,0,17
2PVI,[13],[],[157],False,157,0,13
2PYO,"[147, 147]",[],"[135, 102, 120, 122]",True,135,0,147
2Q10,"[11, 11]",[],[238],False,238,0,11
2QBY,"[33, 33]",[],"[386, 384]",False,386,0,33
2QFJ,[25],[],[216],False,216,0,25
2QHB,"[7, 7]",[],[86],True,86,0,7
2QL2,"[16, 16]",[],"[60, 60]",True,60,0,16
2QOJ,"[31, 31]",[],[254],False,254,0,31
2R0Q,"[31, 31]",[],[209],False,209,0,31
2R1J,"[20, 20]",[],[68],True,68,0,20
2R2R,"[8, 8]",[],[255],True,255,0,8
2R2S,"[7, 8]",[],[255],False,255,0,7
2R2T,"[8, 8]",[],[255],True,255,0,8
2R2U,"[7, 8]",[],[255],False,255,0,7
2R5Y,"[20, 20]",[],"[63, 88]",False,88,0,20
2R5Z,"[20, 20]",[],"[88, 63]",False,88,0,20
2R8G,"[13, 19]",[],[352],False,352,0,13
2R8H,"[13, 18]",[],[352],False,352,0,13
2R8I,"[13, 18]",[],[352],False,352,0,13
2RBA,[23],[],"[23, 204]",False,204,0,23
2RBF,"[21, 21]",[],[54],True,54,0,21
2RVE,[8],[],[244],True,244,0,8
2SSP,[11],[],"[10, 223]",False,223,0,11
2STT,"[17, 17]",[],[96],True,96,0,17
2STW,"[17, 17]",[],[96],True,96,0,17
2UP1,[11],[],[183],False,183,0,11
2UVR,"[14, 18]",[],[358],False,358,0,14
2UVU,"[14, 18]",[],[358],False,358,0,14
2UVV,"[14, 18]",[],[358],False,358,0,14
2UVW,"[14, 18]",[],[358],False,358,0,14
2UYC,"[13, 12]",[],[327],False,327,0,12
2UYH,"[13, 12]",[],[327],False,327,0,12
2UZ4,"[13, 12]",[],[327],False,327,0,12
2UZK,"[13, 13]",[],[97],True,97,0,13
2V1U,"[22, 22]",[],[387],True,387,0,22
2V2T,[11],[],"[288, 326]",False,326,0,11
2V4Q,"[14, 18]",[],[358],False,358,0,14
2V4R,"[13, 18]",[],[358],False,358,0,13
2V9W,[13],[],"[358, 18]",False,358,0,13
2VA2,[13],[],"[358, 18]",False,358,0,13
2VA3,[13],[],"[358, 18]",False,358,0,13
2VBJ,"[24, 24]",[],"[152, 152]",True,152,0,24
2VBO,"[24, 24]",[],"[153, 153]",True,153,0,24
2VE9,"[16, 16]",[],[73],True,73,0,16
2VHG,[31],[],[159],False,159,0,31
2VIC,[26],[],[159],False,159,0,26
2VIH,[26],[],[159],False,159,0,26
2VJU,[35],[],[159],False,159,0,35
2VJV,"[26, 6]",[],[159],False,159,0,6
2VLA,"[12, 12]",[],[285],True,285,0,12
2VOA,"[10, 10]",[],[257],True,257,0,10
2VS7,"[25, 25]",[],[199],True,199,0,25
2VW9,[35],[],[134],False,134,0,35
2VY1,[20],[],[194],False,194,0,20
2VY2,[20],[],[194],False,194,0,20
2VYE,[9],[],[454],False,454,0,9
2VZ4,[26],[],[108],False,108,0,26
2W35,[6],[],"[225, 9]",False,225,0,6
2W42,"[8, 8]",[],[427],False,427,0,8
2W8K,[14],[],"[358, 18]",False,358,0,14
2W8L,[14],[],"[358, 18]",False,358,0,14
2W9A,"[14, 18]",[],[358],False,358,0,14
2W9B,"[14, 18]",[],"[358, 358]",False,358,0,14
2W9C,"[13, 18]",[],"[358, 358]",False,358,0,13
2WBS,"[7, 7]",[],[89],True,89,0,7
2WBU,"[10, 10]",[],[90],True,90,0,10
2WCC,"[12, 12]",[],[64],True,64,0,12
2WIW,[10],[],[139],True,139,0,10
2WIZ,"[20, 20]",[],[139],True,139,0,20
2WJ0,"[24, 24]",[],[139],True,139,0,24
2WT7,"[16, 16]",[],"[63, 90]",True,90,0,16
2WTY,"[20, 20]",[],[97],False,97,0,20
2X6V,"[11, 11]",[],[203],False,203,0,11
2XC9,[14],[],"[358, 18]",False,358,0,14
2XCA,"[13, 18]",[],[358],False,358,0,13
2XCP,"[13, 18]",[],[358],False,358,0,13
2XE0,"[24, 24]",[],"[152, 152]",True,152,0,24
2XHI,"[15, 15]",[],[360],True,360,0,15
2XM3,"[27, 5]",[],[140],False,140,0,5
2XMA,[34],[],[143],False,143,0,34
2XO6,"[27, 6]",[],[140],False,140,0,6
2XQC,"[27, 6]",[],[140],False,140,0,6
2XRO,"[42, 43]",[],[241],False,241,0,42
2XRZ,[14],[],"[482, 14]",False,482,0,14
2XSD,"[11, 11]",[],[164],False,164,0,11
2XZF,[14],[],"[271, 14]",False,271,0,14
2XZU,[14],[],"[271, 14]",False,271,0,14
2YPA,"[11, 11]",[],"[91, 82, 145, 51]",True,145,0,11
2YPB,"[11, 11]",[],"[91, 82]",True,91,0,11
2YVH,"[14, 14]",[],[177],True,177,0,14
2Z33,"[16, 16]",[],[104],True,104,0,16
2Z3X,"[11, 11]",[],[63],False,63,0,11
2Z6A,"[12, 13]",[],[327],False,327,0,12
2Z6U,"[12, 13]",[],[327],False,327,0,12
2Z70,[7],[],[245],False,245,0,7
2Z9O,"[33, 33]",[],[266],True,266,0,33
2ZCJ,"[12, 13]",[],[327],False,327,0,12
2ZHG,[20],[],[154],True,154,0,20
2ZKD,"[12, 12]",[],[210],True,210,0,12
2ZKE,"[12, 12]",[],[210],True,210,0,12
2ZKF,"[11, 11]",[],[210],False,210,0,11
2ZO0,"[13, 13]",[],[212],False,212,0,13
2ZO1,"[13, 13]",[],[212],False,212,0,13
2ZO2,[12],[],[212],True,212,0,12
3A01,"[17, 17]",[],"[93, 67]",True,93,0,17
3A46,[13],[],"[289, 13]",False,289,0,13
3A5T,"[15, 15]",[],[107],True,107,0,15
3A5U,[31],[],[130],False,130,0,31
3A6N,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AAF,[14],[],[134],True,134,0,14
3AFA,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AN2,[147],[],"[143, 129, 106, 133]",False,143,0,147
3AV1,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AV2,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AYW,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZE,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZF,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZG,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZH,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZI,[146],[],"[139, 133, 106, 129]",True,139,0,146
3AZJ,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZK,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZL,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZM,[146],[],"[139, 106, 133, 129]",True,139,0,146
3AZN,[146],[],"[139, 106, 133, 129]",True,139,0,146
3B39,[15],[],[322],False,322,0,15
3B6F,"[147, 147]",[],"[135, 102, 128, 125]",True,135,0,147
3B6G,"[147, 147]",[],"[135, 128, 102, 125]",True,135,0,147
3BDN,"[20, 20]",[],[236],False,236,0,20
3BEP,"[10, 14]",[],[366],False,366,0,10
3BI3,[13],[],"[201, 13]",False,201,0,13
3BIE,[13],[],"[202, 12]",False,202,0,13
3BJY,"[16, 12]",[],[434],False,434,0,12
3BKZ,[13],[],"[201, 13]",False,201,0,13
3BM3,"[11, 11]",[],[272],False,272,0,11
3BQ0,"[10, 15]",[],[354],False,354,0,10
3BQ1,"[10, 15]",[],[354],False,354,0,10
3BQ2,"[11, 15]",[],[354],False,354,0,11
3BRD,"[15, 15]",[],"[477, 29]",False,477,0,15
3BRF,"[15, 15]",[],"[478, 14]",False,478,0,15
3BRG,"[15, 15]",[],[427],False,427,0,15
3BTX,[13],[],"[204, 13]",False,204,0,13
3BTY,"[13, 13]",[],[203],False,203,0,13
3BTZ,[13],[],"[202, 13]",False,202,0,13
3BU0,[13],[],"[203, 13]",False,203,0,13
3BUC,"[13, 13]",[],[203],False,203,0,13
3C1B,[146],[],"[102, 129, 125, 135]",True,135,0,146
3C1C,[146],[],"[135, 102, 129, 125]",True,135,0,146
3C25,"[22, 22]",[],[383],True,383,0,22
3C28,"[34, 34]",[],[322],True,322,0,34
3C2I,"[20, 20]",[],[97],False,97,0,20
3C58,[14],[],"[14, 271]",False,271,0,14
3CBB,"[21, 21]",[],[78],False,78,0,21
3CLC,"[35, 35]",[],[82],True,82,0,35
3CLZ,"[12, 12]",[],[212],True,212,0,12
3CMY,"[14, 14]",[],[61],False,61,0,14
3CO6,"[16, 16]",[],[100],True,100,0,16
3CO7,"[16, 16]",[],[117],True,117,0,16
3COA,"[16, 16]",[],[117],True,117,0,16
3COQ,"[20, 20]",[],[89],False,89,0,20
3CRO,"[20, 20]",[],[71],False,71,0,20
3CVS,"[12, 12]",[],[282],False,282,0,12
3CVT,"[12, 12]",[],[282],True,282,0,12
3CW7,"[12, 12]",[],[282],True,282,0,12
3CWA,"[12, 12]",[],[282],True,282,0,12
3CWS,[12],[],"[282, 12]",False,282,0,12
3CWT,[12],[],"[282, 12]",False,282,0,12
3CWU,[12],[],"[282, 12]",False,282,0,12
3D0A,[12],[],[200],True,200,0,12
3D0P,[12],[],[134],True,134,0,12
3D1N,"[14, 14]",[],[151],True,151,0,14
3D2W,[10],[],[89],False,89,0,10
3D4V,"[12, 12]",[],[282],True,282,0,12
3D6Y,[24],[],[284],False,284,0,24
3D6Z,[24],[],[284],False,284,0,24
3D70,[24],[],[284],False,284,0,24
3D71,[24],[],[284],False,284,0,24
3DFV,"[20, 20]",[],[63],False,63,0,20
3DFX,"[20, 20]",[],[63],False,63,0,20
3DNV,[21],[],"[440, 88]",False,440,0,21
3DO7,[11],[],"[296, 293]",False,296,0,11
3DPG,[17],[],[338],False,338,0,17
3DSC,[20],[],[349],False,349,0,20
3DSD,[26],[],[349],False,349,0,26
3DVO,[18],[],[338],True,338,0,18
3DW9,[18],[],[338],True,338,0,18
3DZU,"[20, 20]",[],"[467, 419, 13]",True,467,0,20
3DZY,"[20, 20]",[],"[419, 467, 13]",True,467,0,20
3E00,"[20, 20]",[],"[467, 419, 13]",True,467,0,20
3E3Y,[14],[],[257],True,257,0,14
3E40,[14],[],[257],True,257,0,14
3E41,[14],[],[257],True,257,0,14
3E42,[14],[],[257],True,257,0,14
3E43,[14],[],[257],True,257,0,14
3E44,"[7, 7]",[],[257],True,257,0,7
3E45,[14],[],[257],True,257,0,14
3E6C,"[13, 13]",[],[250],True,250,0,13
3EBC,"[14, 14]",[],[317],True,317,0,14
3ECP,"[20, 20]",[],[477],True,477,0,20
3EEO,[12],[],"[12, 327]",False,327,0,12
3EH8,"[31, 31]",[],[254],False,254,0,31
3EPG,[18],[],[420],False,420,0,18
